,comentario,sentimento
513,"Eu sei o que a Julia esta sentindo. E sei o que esses pais tambem estao. Deus me concedeu a chance de acompanhar minha linda filha nos 15 dela. Nos divertimos muito,rimos,choramos a beira do castelo,eu realizei meu sonho junto com o dela. Hoje uma mulher linda,feita,advogada,perfeita, inteligente, mereceu tudo que teve e merece tudo de bom pela frente. E eu,fico aqui na torcida pela felicidade dela que hoje mal fala comigo mas que vou amar com a a forca de cada molécula do meu corpo ate o fim dos meus dias!❤️",positivo
514,"Que linda!! Me emocionei com a Júlia! Boa viagem, princesa!",positivo
515,Feliz em ter ajudado nesse momento e a comissária maravilhosa que deu a notícia 😍,positivo
516,Que gracinha! Deus abençoe essa família. E que a Júlia aproveite muito o passeio dela! ❤️❤️❤️,positivo
517,Muito fofa ❤️,positivo
518, mas vc já foi na Disney?! 🤔,positivo
519,"É que autonomia e payload do Max 9 ainda são inferiores, eu acho que seria ideal um 757 novo, pra superar e muito o 321xlr",positivo
520,👏🏻👏🏻 Foi muito Top. 🇧🇷✈️🛬🛬,positivo
521," eu estava lá é o gripen passou e passou no horário ele passou pela manhã , ele passou lindão",positivo
522,Mandaram bem !,positivo
523,Bem loco empolgante 😂 kk tava tri bem legal,positivo
524,"Tudo lindo maravilhoso, horários seguidos a risca. Pena que a tarde o teto baixou e o GRIPEN não passou...Mas foi mágico, lindo, perfeito,.esplêndido, inesquecível..💚💛💙🤍🇧🇷🫶🛫🛬",positivo
525,Foi muito legal.          todos foram impecáveis  nas apresentações. Pena que foi só um dia . Por mim poderia ser sábado e domingo.,positivo
526,"Que bom, tinha combustível, rssss",positivo
527,"Ontem chegou mais 1, são 12. Sabe tudo",positivo
528,"Eles estavam fazendo circuito perto de onde moro, até tentei filmar mas não ficou muito bom",positivo
529,Excelente!!,positivo
530, Perfeito !!! 🙌🏾✅👏🏾👏🏾👏🏾👏🏾👏🏾,positivo
531,Show!!! Com PC e tudo!!!,positivo
532,🔥🔥👏👏👏👏👏EDA melhor qualidade,positivo
533,"Mas foi para isso que compramos os Gripen?!🤔🤦🏻‍♀️ O Eda tudo bem, sempre um espetáculo.",positivo
535,SERIA LINDO A GOL TER AIRBUS NA FROTA,positivo
536,Gol vamos ter AIRBUS na frota larga a boing,positivo
537, que ele seja muito bem vindo aqui 👏👏,positivo
538, cara legal! No aeroclube me falaram que era 400. Muito bom. Motivou! 😂,positivo
539,Agora chegou minha vez,positivo
540,"Meu filho foi pra Emirates como co piloto do A380 em janeiro! Ele está muito feliz, a empresa é maravilhosa!!",positivo
541,Chegou minha vez 💪🏼,positivo
542, amém!! Muito obrigada!! 🙏,positivo
543,Lugar bom pra tomar uma breja,positivo
544,Maravilhosa!!! Karina é sensacional 👏🏻👏🏻❤️❤️❤️,positivo
545,Maravilhosa! 👏👏❤️❤️,positivo
546,Aaaa é tão bom ver uma mulher alcançando esse cargo❤️❤️❤️,positivo
547,Muito merecido!!,positivo
548,Conquista e empoderamento 👏👏👏das mulheres.... Gear up 🛫 ✈️ 🛫 ✈️,positivo
549,Que incrível! 👏👏,positivo
550,Maravilhosa! Parabéns Captain ❤️👏,positivo
551, aaaaaaah não me atentei ao detalhe! Muito obrigado 😉,positivo
552,Maravilhosa!!!!,positivo
553,"Excelente profissional, parabéns",positivo
554,Vocês agradecem a tripulação mas na verdade quem apagou o fogo foi a EQUIPE DE RAMPA  👏👏🫡,positivo
555,Equipe treinada e preparada! Parabéns a todos os envolvidos 👏🏼❤️,positivo
556,"Graças a Deus  sem vítimas,  Agiram rápido  sem desespero  a tripulação, parabéns",positivo
557,"Nossa que susto, ainda bem que foram rápidos… Parabéns.",positivo
558,Parabéns a tripulação 🙏🏽,positivo
559,De novo em confins aconteceu a mesma coisa bem feito di a,positivo
560,Parabéns ao trabalho impecável da tripulação de cabine! <3,positivo
561,"Tripulação treinada e preparada, graças a Deus 🙏 E alguns achando q os Comissarios estão ali pra servir seu snack. Rum...",positivo
562,Parabéns a toda tripulação👏😍,positivo
563,Obrigada tripulação pelo seu ótimo trabalho em retirar as pessoas em segurança.👏👏👏,positivo
564,Parabéns a tripulação pela evacuação!,positivo
565,Os bombeiros chegaram depois que o fogo estava controlado.... absurdo e parabéns a tripulação e pessoal de solo pelo combate rápido.,positivo
566,Graças a Deus todos retirados em segurança. Parabéns  a tripulação 👏👏👏,positivo
567,"A segurança do aeroporto é muito grande no embarque e desembarque, pois tem abastecimento 🔥 pessoal é bom!!",positivo
568,Ainda bem,positivo
569, falou tudo 👏,positivo
570, Haha mas td sob a ótica das aéreas é força maior.,positivo
571,Caralho! Incrível!,positivo
572,"Rapaz , se ligar o norte já tá bom 😂😂",positivo
573,Eu lendo a notícia aqui da Cidade do Cabo. Vai ser muito bom,positivo
574,"A única a fazer voo pra Bruxelas, um ótimo destino e bem estratégico pra quem for fazer ponte e ir pra outros países europeus",positivo
575,Excelente!,positivo
576,"Saiu da recuperação mt bem, que a gol e azul saiam tbm, e q todas voem mais alto e mais longe 👏",positivo
577,"Ué e o 787-10? Tá na manga já, em produção e tudo.",positivo
578,"Seria lindo voltar o A350 na Latam. Que avião sensacional! Silencioso, confortavel, baixissimo jetlag,",positivo
579,777x caro e bom A350 e A330neo,positivo
580,Airbus é bem melhor! Nem se compara,positivo
581,A350 sería una excelente apuesta,positivo
582,Eu isso bom Chicago (ORD),positivo
583,"Boaaaaaaaaa, viajo muito para o Porto 😍😍😍😍😍😍😍",positivo
584,Bom !,positivo
585," vai dar certo sim. São outros tempos, o mercado mudou, tem mais passageiros e por aí vai. 🙌",positivo
586,Bom mesmo.,positivo
587,"Só viajo de Latam, não tenho do que reclamar, sempre fui bem atendida, dia 13/01 se Deus quiser realizo mais uma viagem.🧳✈️🙏",positivo
588,"👏👏👏👏👏 que legal. Após a reestruturação, a Latam saiu mais forte que nunca. Desejo muito sucesso e crescimento!!",positivo
589,Que notícia boa!!! Torço muito pela Azul! 🙏💙,positivo
590,Azul éu fiquei muito feliz com essa notícia 👏👏👏👏👏,positivo
591,Vai sobrar muito picolé… 💙 😂,positivo
592, ganha mais na Latam…,positivo
593, ambiente de trabalho na Gol é muito bom. Isso pesa muito,positivo
594," boa, já trabalhei na gol em confins  muito legal",positivo
595,Parabéns pro piloto 🧑‍✈️ que aprendeu bem a aula teórica do simulador 👏👏,positivo
596, ou então “todo pouso bem sucedido é uma arremetida que não deu certo” kkkkkk,positivo
597,Quase outra tragédia 😞 ainda bem que não aconteceu o pior 🙏🏼,positivo
598, nada s ver! Procedimento absolutamente normal e seguro,positivo
599,Fizeram muito bem em cancelar. Ventos fortes não dá pra decolar nem aterrissar com segurança!!👏🏼👏🏼👏🏼,positivo
601,Piloto é bom 👏👏👏,positivo
602,Filmagem Incrível..,positivo
603, muito longe isso,positivo
604," muito lindo disso, tá tão seguro que tem um terceiro avião filmando",positivo
605, Perfeito 😍😍,positivo
606,Reduced Vertical Separation Minimum_ RVSM. 1000 pés. Separado  e Seguro. ESPETACULAR!!,positivo
610, você é muito brincalhão kkk 😂,positivo
611,Fim!👏👏👏👏,positivo
613,Perfeito! 😂,positivo
614,"Por isso prefiro pets🐶🐕( tenho uma filha, muito comportada, ainda bem😍)",positivo
616,"Fiz parte do Time de Águias com muito Orgulho. Descanse em Paz, Jr.😢",positivo
617, concordo! Trabalhei na cia nessa época e foi uma experiência maravilhosa!!!,positivo
618,Criou fundou a empresa em que tenho orgulho de fazer parte a bom tempo 👏👏👏👏 Meus sentimentos a toda família 👏👏👏👏👏👏,positivo
619,muito novo,positivo
621, opinião sensata e de gente educada .,positivo
622," maravilhosa , inteligente e educada na simplicidade",positivo
623,Comandante cabeça branca 4 faixas aí tem experiência,positivo
624, Nos EUA o direito do consumidor é bem mais rígido do que no Brasil. Lá realmente o cliente tem vez.,positivo
625,A verdade é que o dinheiro do processo vai dar pra fazer outra viagem tranquilamente kkkk,positivo
626,Processinho! Outra viagem garantida!,positivo
627,É pq ele é muito viajado. Ele é cool,positivo
633,"Amor, o assento está quebrado. Ou eu o que eles estão oferencendo ou eh descer e pegar o próximo voo na tarifa paga. Simples.",positivo
634,"Indenização contra AF  na FRANÇA....? 
😂😂😂😂😂😂😂",positivo
635,Muito bacana essa operação! Parabéns  ❤️,positivo
637,Muito bem ter sido preso,positivo
638,"Que pessoa sem noção, atrapalhar um salvamento! Tomara que fique muito tempo na cadeia!",positivo
639, falou tudo 👏🏻👏🏻👏🏻,positivo
640,Muito bom está orientação,positivo
642,Muito bom Deus abençoe vocês,positivo
643,Ah que bom que esse sujeito foi preso 👏👏👏👏,positivo
646,"Foi preso, ótimo. Divulguem. 🙌👏👏👏👏👏👏",positivo
647,Uma notícia bem relevante 👏👏👏👏👏👏,positivo
648, Bom senso em utilizar um drone é o que vale.👏👏👏,positivo
649,Bem feito.,positivo
650,Perfeito,positivo
651,Sem noção... Ainda bem que identificaram e prenderam 👏 que Deus abençoe essa criança 🙏🏼,positivo
652,Bem feito,positivo
655,"Olha, sc ta bem hein!",positivo
656,"O mundo tá tranquilo, galera mentalmente saudável",positivo
657,"Cidadão de bem..,,",positivo
658,Ainda bem que a treta não rolou em pleno voo,positivo
659,Quw bom que ninguem ta armado kkkkk porque passaram no raio x kkk,positivo
660,"Que loucuuraaaaa 
Ainda bem que foi na pista 😂😂😂😂 
Imaginem esse pega com o avião em voo 😂😂😂😂",positivo
664,😂😂😂😂😂Ainda bem que não é entre piloto e co piloto,positivo
665,uma ótima viagem a todos😂,positivo
666,Ainda bem que não brigaram dentro do avião.,positivo
667,Ai da bem que passaram pelo raio X antes 😂,positivo
668,Passageiros da Gol. Altíssimo nível.,positivo
669, exatamente. Uma terra maravilhosa.,positivo
670, Ai é uma maravilha um povo do bem😂,positivo
677,Parabéns LATAM minha Cia Aérea preferida que venha muito mais 👏👏👏🙌🙌✈️♥️💙❤️♥️❣️🥰😍,positivo
679,Mostrando que saiu muito bem do Ch.11,positivo
680,"Parabéns LATAM, vc faz parte da minha família, todos os dias meu esposo sai de casa muito feliz por fazer parte do time de vocês, e eu sinto muito orgulho, é claro !!!😍❤️💙",positivo
682,"Adoro es vídeos dele, muito legal.",positivo
684,"O
Decolagem e pouso perfeito,...aprovado😂 
Pode pegar o brevê!!!",positivo
686,Parabéns muito lindo  deveria fazer o curso pra piloto 👏👏,positivo
689,Mandou muito bem!,positivo
690,Se n tivesse gravado tava tudo certo,positivo
691,"Criatividade e tudo, parabéns",positivo
692,"Excelente, servirá de exemplo.",positivo
693," ótimo, vc já respondeu por completo o que eu ia escrever kkkkkkkkk👏👏👏",positivo
694,Muito boa noticia.,positivo
695,Muito feliz! ❤️,positivo
696,"Obrigado por registrar o momento, e parabéns a todos que estiveram presente. Eu queria muito está ai com vocês, mas outros compromissos impediram. Parabéns SPOTTERS💙👏🏻👏🏻👏🏻👏🏻👏🏻🙆",positivo
697,👏👏👏 Muito lindo….,positivo
698,Muito Linda ❤️❤️,positivo
699,Muito lindo.,positivo
700,Avião incrível 😍,positivo
702,Confortável é a TAP aí em Portugal né? 😂,positivo
703, slot do 319 compensa bem mais no sdu,positivo
704,"Noooossa!, que incrível! 🤣",positivo
708,O importante  todos estão  bem🙌🙌🙌,positivo
710,Sejam bem vindos irmãos Deus abençoe vocês,positivo
711,"Lindo ,muito lindo....beijos",positivo
712,Ainda bem que deu tempo de retornarem🙌,positivo
713,Muito obrigado pelas imagens 🙌👏👏👏👏,positivo
714,Excelente registro,positivo
715,"Três a350 e um 777, muito top",positivo
716,👏🏼👏🏼👏🏼👏🏼😍😍😍 importante que estão todos bem não aconteceu nada com eles,positivo
721, também achei. O Lito é ótimo. Gosto muito das explicações certeiras dele.,positivo
