,comentario,sentimento
243,"Criar uma aérea não, mas sou super a favor que o governo subsidie rotas não-rentáveis em regiões isoladas! Voei com a companhia aérea Wilderoe na Noruega e fiquei impressionado com a oferta de voos - extremamente importante pra comunidades isoladas de lá. Imagina no Brasil, que é bem maior!",negativo
244,😂😂😂😂😂😂😂 mais um cabide de emprego para a pelegada,negativo
245,Quer apostar q vai comprar e salvar a voe pass,negativo
246,Mais um cabide  de emprego,negativo
247, até nos EUA o governo subsidia essas rotas. O que é o certo.,negativo
248,Haiahahahahahahahahaha,negativo
249,Mais uma fonte de propina e corrupção!!! Qual a necessidade de mais uma estatal???? Precisamos privatizar as deficitárias!!,negativo
250,Governo se metendo a montar companhia aérea??? Eu já vi essa história antes…,negativo
251,"A Vasp quebrou na mão do Canhedo depois de ser privatizada, Cruzeiro absorvida pela Varig que quebrou por incompetência dos seus gestores, no governo Bolsonaro Ita e Avianca fecharam as portas, devemos culpar o governo dele por administração ruim dos gestores das empresas?",negativo
252,Mais um cabide de empregos. A Aerolineas Argentinas davam 1milhao de dólares de prejuízo por dia!,negativo
253, já já vão te chamar de comunista 😂😂,negativo
254,Povo de direita não vai dar certo !,negativo
255,Eu que não posso nem pagar um advogado nem falarei o que penso .....,negativo
256," oh coisinha de Jesus , onde vc viu Eu especificando governo A ou B ? Disse o Governo no geral , ah! Já sei tu e mais um que acredita que Voto vai mudar alguma coisa né, desculpa aí cara mas odeio politica ok , não enche meu saco falando de política não ok",negativo
257,Só faltou marcar o spotter dono da foto ✈️,negativo
258,Affffeeeee,negativo
259,Mais uma.empresa para cabide de emprego,negativo
260,Mas uma empresa pra ser cabide de emprego 😂,negativo
261,Tá brincando 🤦🏻‍♀️ nem é 1° de abril.,negativo
262,Vai ser igual a Emirates 😍😍😍😍😍,negativo
263,"Se não fosse a corrupção, seria uma ótima idéia, mas no Brasil já sabe",negativo
264,Aerolíneas Brasileñas. Os aviões  terão a foto da Janja sorrindo na empenagem …,negativo
265,"Sim, o mesmo consórcio que deu sumiço nos ventiladores do COVID",negativo
266," totalmente desconexo seus pensamentos, a Vasp e Varig dependeram muito do governo e quando não tinha ajuda mais quebraram, a ITA foi fraude desde do início e a Avianca foi uma jogada de risco que os empresários fizeram e não deu certo . Agora o Sr com esse pensamento mequetrefe deve ser bem apoiador de empresa públicas kkkkkkkkkkkkk",negativo
267,Pra acabar de afundar o país de vez!,negativo
268,"A incompetência do governo tá quebrando as privadas, imagine uma pública?!?!?",negativo
269,Mais uma fonte de corrupção,negativo
270,Ave Maria,negativo
271,Mais um criame de cabide! Avião que precisa de dois pilotos vai ter 100!,negativo
272,A história de um povo mantém a sua soberania. 🇧🇷🇧🇷🇧🇷,negativo
273,"Brasileiros não fogem à luta🇧🇷🫡

Ah ta. Mas suspendem a vida ia aos brasileiros legal",negativo
274,"FIQUEM DO LADO DO POVO
E DA VERDADE É  LIBERDADE 
ESTAMOS SENDO ESMAGADOS
PELA TIRANIA Q ESTA DESTRUINDO
 O BRASIL E OS BRASILEIROS",negativo
275,Senta a Púa! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,negativo
276,Arrepia 👏👏🔥,negativo
277,Senta a pua !!!!,negativo
278,Que pena da aeronáutica,negativo
279,Um crime a ANAC não permitir que o P47 restaurado voe,negativo
280,ainda assim está sujeito a intercorrências. Imagina agredir o motorista do ônibus porque o trânsito tá uma mėrda... é por aí.,negativo
281, Você leu a matéria?? O passageiro perdeu a conexão por conta de neblina e ventos fortes. O que a funcionaria poderia fazer???,negativo
282," As vezes a polícia até é chamada, mas eles ficam enrolando horas pra irem atender a ocorrência.",negativo
283,"Também trabalhei por 6 anos em companhia área, setor check-in. Meus queridos, também fui agredita com um tapa na cara por uma passageira, motivo,  o aeroporto fechou por causa de problema meteorológico.",negativo
284,😡,negativo
285," nenhuma! Já fui agente de aeroporto da Gol e posso te garantir, que a gente apanha sem nem saber o que está acontecendo. Os clientes nos agridem física e verbalmente na frente de supervisores que literalmente c** pra vc. Os voos com over? Eu nem sabia, e os clientes chegavam no check in me ofendendo sendo q ninguém informava nada",negativo
286,"4 anos de aviação.... e o que me fez desistir dela? Justamente situações iguais a essa todos os dias, trabalhando de madrugada, 6x1 e pagando muito pouco ( um pouco a mais do que o salário mínimo) pra nao dizer que pagam o mínimo kkkkk.... Só de lembrar da uma certa angústia, é assustador.",negativo
287,"Que absurdo! Espero que pague caro, óbvio que não vai pagar o que ela passou, mas que ele desembolse uma grana pra arcar com o que causou a esta moça!",negativo
288, vdd👏,negativo
289,Que absurdo meu Deus! As pessoas estão ficando sem limites! Toda minha solidariedade a colega ❤️‍🩹,negativo
290,"Entendo tua revolta mais e em caso de chuva forte, neblina, vento forte as empresas tem culpa não, pq nesse caso vão atrasar ou cancelar vários aviões de várias companhias, companhia não tem aviões reservado pra quando quebrar ter outro esperando como avião, agora tem caso q da pra resolver",negativo
291,"Rapaz trabalhei 9 anos em uma companhia só q no setor operacional lá com aviões e bagagem e tbm os passageiros só faltava bater na gente, graças a deus nunca fui agredido mais se no dia tivesse alguém batido em min, nesse dia eu ia pra fora do emprego mais revidava, teve um caso de um passageiro querer brigar com um colega meu ele disse aqui não mais lá fora quando eu tirar a farda a gente vai, o passageiro foi? Foi uma porra kkkk",negativo
292,Pelo jeito vc não leu a matéria! Conduções meteorológica! Questões de segurança!,negativo
293,E a  fazendo o que? NADA COMO SEMPRE!!!,negativo
294,😮😡,negativo
295," que sonho,  no meu caso fiquei paralisada em choque",negativo
296,Absurdoo! Infelizmente trabalhar com o público não é fácil! Já fui agente de Aeroporto sei que tem dias que são terríveis! Que Deus te abençoe e dê força Camila! Que esse pax pague pelo que fez e fique em paz se a justiça da terra falhar a de Deus nunca falha!,negativo
297, nada justifica a violência ✌🏼🙃,negativo
298," sobre a escala eu gostava, quando fui para área comercial daí eu vi o inferno duas vezes, era setor de ""Embarque de grupos"" todo mundo mala, metido igual ou pior que comissário, tá loko. Foi daí que pede as contas.",negativo
299, triste realidade essa a nossa na aviação interna. Sem apoio de quase ninguém.,negativo
300," eu entrei na época direto pela Avianca, eu iria fazer o curso de agente porém não me recomendaram porque cada cia tem sua cultura e padrão fora os cursos que você faz internamente e pela Infraero.",negativo
301,"Eu era agente em CGH pela Avianca e daí eu era muito comunicativo em diversos setores da empresa principalmente no D.O, fui até convidado para trabalhar lá mas não fui. Aprendi muito, fiz muitos cursos, com um ano de casa sabia mais que muitas colegas. Enfim, vivi bons tempos ali até no setor comercial no embarque de grupos, outro aprendizado. Levo e aplico a prevenção e Segurança lá aprendida.",negativo
302,"Sempre o passageiro agressor  alega que passa por problemas psicológicos , uso de remédios controlados  etc e fica por isso mesmo .🤡
Deveria ser banido pelas companhias aéreas pra aprender !",negativo
303, que mania horrível de culpar a VÍTIMA,negativo
304,Até quando isso meu deus,negativo
305,"Se as pessoas que fazem esse tipo de coisa fossem impedidas de voar na cia novamente, pensariam duas vezes antes de fazerem merda. Não dá pra contar com o bom senso, que incomode na proibição",negativo
306,"Agrediu em aeroporto com PF dentro, prende o indivíduo, processa ele, loucura e desequilíbrio tem limite, vai sentir no bolso e perdeu o réu primário se já não perdeu antes.",negativo
307,Que horror meu Deus!,negativo
308,"Um absurdo... nada justifica essa agressão brutal... já trabalhei no aeroporto de SSA  e fui agredida, junto com meus colegas, em pleno caos aéreo...😢😢",negativo
309,"Estou tentando falar com agentes que foram agredidos. Por favor, podem me chamar aqui",negativo
310, sou prova viva... E o final já sabe né?! Vai ser só mais um caso.,negativo
311, 😮😮,negativo
312, 😳😳🥺🥺,negativo
313,😳😳😳,negativo
314," Onde está escrito que eu disse que justifica!? Nada ,nemhuma situação que seja justificará!",negativo
315, realmente to vendo que no Brasil as pessoas nao sabem ler e interpretar texto🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,negativo
316,Esse aí só ia agradecer a Deus se tivesse um acidente né gente leva pelo lado do livramento o que poderia acontecer Deus sabe de todas as coisas e independente ele jamais em tempo algum poderia ter feito isso com a moça isso é um absurdo a humanidade caminha cada vez pior lamentável,negativo
317,"Eu amo aviação, mais me decepcionei muito com uma supervisora da CIA q trabalhei,um pax alto e forte me pressionou nos vidros da Remota em GRU,pq tinham desconectado ele,fui agredida verbalmente  e qse fisicamente, ja havia fechado o voô, pois a supervisora mandou o pista  aguardar e simplesmente atrasou o voo para mandar o agressor,reportei nos canais de denúncia da empresa,e o que aconteceu? 3 meses após o ocorrido simplesmente fui desligada sem nenhum motivo.. tive crises de ansiedade  e até hj ñ consigo ficar em locais fechados e cheios principalmente academia onde tem o biotipi do pax.. e detalhe ele estava com a filha pequena..a Cia sempre  ficava do lado deles ai os que eram mais humildes sabe não abriam exceção NENHUMA nesses casos..",negativo
318,E qual você acha que seria a solução?,negativo
319,  BLACKLIST JÁ! NÃO AGUENTAMOS MAIS AMEAÇAS DE MORTE E AGRESSÃO!,negativo
320," me pergunto o mesmo, poucos são homens nessas horas 🥲",negativo
321,"A verdade tem que ser dita, só quem trabalha com atendimento ao público sabe o quanto que existe gente insuportável... E geralmente são as mais quexudas e ""certas"".",negativo
322,até quando?????? lamentável!!!!!,negativo
323,"Não pode fazer isso de maneira nenhuma , covardia .
Também deveria ser apurado o que houve para chegar a tanto",negativo
324,As vezes isso acontece pela arrogância . Qualquer besteira chamam a polícia e retiram as pessoas dos voos feito marginal,negativo
325,"O passageiro precisa entender que o fato de cancelar devido ao clima , que é um fato não gerenciável, uma manutenção não programada, são atitudes que visam a segurança do próprio passageiro. Obviamente sempre temos que informar a todo tempo as novas condições e atualizações. E sempre vejo isso. Sempre . Infelizmente descontar em quem está trabalhando , que está tentando resolver, está correndo pra cima e pra baixo tentando ver outro itinerário para reacomodar, que está tentando antecipar ao máximo para adiantar a vida ..acho que em hipótese nenhuma deveria se descontar em qm está trabalhando com respeito e dentro do esperado. Nunca . Em qualquer área que seja .",negativo
326," informar o passageiro da situação,  simples assim. Dar informação ao passageiro e nao simplesmente sumir e nao falar nada. Só informar, coisas que as cias aéreas nao fazem. Por isso os passageiros ficam irritados e burrices como essas acontecem em bater na atendente que nao tem nada a ver com a situação.",negativo
327,"Sinto muito por você ter passado por isso. Uma covardia fazer isso , ainda mais com alguém que está trabalhando.",negativo
328,🥹🥹🥹🥹,negativo
329,Que horror. 😢,negativo
330,"O grande problema é que as pessoas querem que os colaboradores informem o que elas querem ouvir, não há como não dar informação, a questão é... segurança em primeiro lugar... as pessoas tem que entender que sua programação pode ser mudada sim e a cia cumpre o que está em contrato e a programação a seguir não é de responsabilidade da cia e sim do passageiro.",negativo
331,Já sabemos que esse passageiro ora pra pneu e é defensor do homem da tornozeleira! Deprimente!,negativo
332,"Até quando?  Não voa mais, simples assim",negativo
333,😢😢😢 até quando?,negativo
334,Querendo explicar o inexplicável… 🙄,negativo
335,"Você está colocando na mesma balança os dois casos. Ficamos chateados na hora e é aceitável. É preciso ter equilíbrio emocional,  no final a gente recebe a indenização. Agora o tema do post é outro, é o crime de agressão. Ninguém sai pra trabalhar pra ser agredido",negativo
336,"No dia que tiver Blacklist pra esse tipo de sujeito indisciplinado, acaba essa prática infame de agressão. Será possível que os órgãos reguladores só vão tomar alguma providência se algo mais grave acontecer? Só espero que não seja por estes meios, jamais.",negativo
337,Amigo. A agente não tem autonomia de resolução. Agredir um funcionário destrói qualquer retórica de cliente. Esse comportamento animalesco ocorre nos aeroportos e mas aeronaves. Imagine se por estarmos indignados por serviço mal prestado começarmos a agredir todo funcionário de toda empresa.,negativo
338," VERDADE, INCLUSIVE ALGUNS AGENTES QUE ACHAM QUE SÃO O DONO DO AEROPORTO, DA CIA E ETC...",negativo
339,"Situação complicada né!? Mas ja presenciei alguns agentes tratarem as pessoas como se fossem os donos do aeroporto, da cia e etc... Para chegarem a esse ponto ou é um pax totalmente com a saúde mental comprometida e ainda  foi afrontado pela agente.",negativo
340,"É fácil resolver isso! Não viaje de avião! Vai de ônibus, trem, navio etc!",negativo
341,"Então deve ser melhor decolar e colocar a vida de mais de 200 pessoas em risco né, gênio? Pelo amor de Deus!",negativo
342," tratem bem as pessoas , que não acontecerá ; não estou falando em segurança de voos , e sim de auxílio ao passageiro .",negativo
343,Meu Deus!,negativo
344,E bater no colaborador vai mudar o cenário ?,negativo
345,"O que vem antes do ""mas"" no seu texto está correto. Tudo o que vem após, não cabe.",negativo
346,"Tudo bem, o passageiro esta errado em bater na atendente,  nao é pra fazer isso. Mas vcs já perderam conexão, voos por responsabilidade da cia aérea e ela simplesmente informar que nao pode fazer nada e te deixa a ver navios no aeroporto e você tendo compromissos, férias, que já gastou dinheiro , tudo pago e você fica no aeroporto sem nenhuma informação? Ja fiquei e é horrível,  a raiva sobe na mente, falo novamente nao justifica bater em ninguém, mas o passageiro fica desamparado, ai vem aquele, processa a cia aérea, sim processo, mas e tudo que vc já programou de trabalho ou férias que vai perder, o processo leva meses ou até anos.. e você ali no saguão desamparado pelo cia aérea. Falo de novo, nao justifica bater em ninguém,  esta errado se bater.  Mas vejam tbm o lado de quem foi prejudicado, independente se foi nevoeiro,  falta de tripulação para o voo, foi pra manutenção a aeronave , vejam isso.",negativo
347,Você foi triste em seu comentário.,negativo
348,As Cias. aéreas tentam isso há vários anos mas a legislação não permite.,negativo
349,11 anos da minha vida trabalhando como agente de aeroporto… uma profissão com uma responsabilidade enorme e pouca valorização. Que a Camila se recupere e que as autoridades façam o que deve ser feito com esse tipo de passageiro #BlackList,negativo
350,Espero que ELE pague pela COVARDIA que ELE FEZ. 😡😡😡😡😡😡,negativo
351,"E o que faz se as condições de voo não estão favoráveis? Decola, passa por um incidente e piora a situação? Não vejo lógica.",negativo
352,"Que absurdo!Pessoas que se acham Donas do Mundo,  arrogantes, sem educação,  mal criadas, mimadas, pensam que tudo tem que ser como elas querem. Não é fácil lidar com o público. Força e Solidariedade com a jovem que foi agredida!❤️",negativo
353," poder até pode 
Aí depois só esperar a demissão pq na cabeça deles a gente tem que aguentar passageiro indisciplinado ( eu sou ex agente de embarque ) e adquiri muitos problemas psicológicos por isso.",negativo
354,"Dois lados: sim, o passageiro deve ser punido. Mas eu tive uma situação que me veio à cabeça agora: quando estava no Brasil, voltando para Londres eu fui ignorado pela LATAM. Cancelaram meu voo, me colocaram em um voo que eu não queria, comprei classe executiva e fui colocado em classe econômica em um voo de mais de 12 horas com outras 9 de conexão.  Quando fui ao balcão da LATAM, jà instruído pelo call center, me disseram para ligar no call center porque eles não resolviam nada. É motivo de agressão? Não! Mas de RESPEITO que deve haver de ambas as partes. Paga-se e espera-se recebee um serviço digno, de qualidade e de acordo com o que foi contratado!",negativo
355,"Porque vc nunca passou por essa situação,  depois que vc passar ai lembra do meu comentário 👍👍",negativo
356,Processa a Cia. A colaboradora não tem nada haver com isso.  Só não jogar a culpa nela.,negativo
357,Que triste!,negativo
358,Essa geração não tá sabendo escutar um não.,negativo
359,"Gente me recuso a acreditar que tem pessoas revoltadas pq o voo atrasou por motivos de segurança, as pessoas que querem pegar o voo a todo custo deveriam ser embarcadas sozinhas em um teco teco e foda-se se o avião cair...vai ser um idiota a menos no mundo.",negativo
360,"Camila é o retrato do que nós estamos sujeitos diariamente, sem contar com as ameaças que sofremos. Precisamos de uma lei rigorosa e que funcione, para que minimize o número de situações desse tipo, e “black list” deveria ser estabelecida pra ontem!!!",negativo
361,"Clima desfavorável a cia aérea nao tem culpa, é para a segurança de todos! Nada justifica essa agressão. Se toca.",negativo
362, 😂😂😂😂 da carente e quer atenção bebê?,negativo
363,Até quando ??  😢😢😢,negativo
364,Além de ser preso deveria ser totalmente proibido o acesso à aviação um indivíduo desse!!,negativo
365,Absurdo!!,negativo
366," que a latam está sempre do lado dos pax que nós atacar, teve um dia que uma colega teve um ataque de AVC, ela disse para ir embora e ir no hospital disseram não, a supervisão disse que ela tinha que voltar que tinha mais um voo pra fazer... outra situação que o médico bateu na colega e no rapaz do CCT... ela disse quero uma folga não estou legal, disseram não a escala está curta volta amanhã e segue a escala normal, e o médico que bateu voo na 1° classe.",negativo
367, te expliquei da melhor forma agora ???,negativo
368, o único homem que dava um tapa na cara dele a latam mandou embora 😂.,negativo
369,"Lamentável oque aconteceu com a colega, melhoras para ela, pq além da dor física tem a psicológica 😢",negativo
370,Inadmissível!!!! Providências devem ser tomadas ! Blacklist já !!!,negativo
371,"  queria que ela fizesse milagre??? Pode ter certeza que ninguém quer gente chata e arrogante por perto, se os funcionários pudessem resolver por eles mesmos, mandariam essas pessoas para longe  para parar de encher. Queria que pessoas como você, passasse um dia de contingência no aeroporto para saber e não ficar falando esse tipo de coisa na internet.",negativo
372," não entendo esse povo que não sabe ler e interpretar texto, precisa melhorar viu. "" Se Toca"" 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",negativo
373,Absurdo 😡,negativo
374,A segurança do voo vale mais do quê suas férias! Quem vai andar de avião sabe que pode acontecer de um voo atrasar ou ser remarcado devido ao clima instável ou outras variantes naturais que podem trazer risco ao voo! A cia. não tem culpa e mto menos a funcionária!,negativo
375, comentário LIXO!,negativo
376," era meu sonho ser agente fiz até curso, mas nunca deu certo. Ninguém mostrava o lado ruim",negativo
377," enquanto só os Pax entre si, eles que lutem",negativo
378," também já fui, e foi um dos grandes arrependimentos da minha vida.",negativo
379,Pergunta se existe no Brasil a pena de banimento de voar para essas coisas?,negativo
380, esses casos estão cada vez mais frequentes. É preciso agir com celeridade.,negativo
381,  precisamos de uma resposta e um respaldo,negativo
382,😢😢 triste viu,negativo
383,"Precisa ter um segurança pras comissárias de bordo, pra não ter que passar por isso .é uma falta de respeito.",negativo
384," uma vez um passageiro jogou a mala em cima de um colega meu, ao meu lado, por graça de Deus não pegou nele, mas só a cena nos chocou muito, a polícia federal era bem em cima do nosso balcão, na mesma hora acionei os seguranças do aeroporto, além de demorarem pra atender, ficaram enrolando na ligação e só depois de uns 20 minutos apareceram, o passageiro já tinha ido embora pra quem sabe tentar agredir outro funcionário, só se preocuparam com o balcão quebrado, que por sinal, demorou a ser arrumado. Se tivesse acertado meu colega de trabalho ele talvez nem estaria vivo pra contar a história, é lamentável! 😢 Ah, foi em Gru mesmo, os seguranças só se mobilizam pra prender as tiazinhas que vendem brigadeiros pros funcionários 😢",negativo
385, aonde eu trabalho nem Polícia tem. A PF não quer ter trabalho com atendimento de passageiro não. Não sei nem se é do escopo deles.,negativo
386," já jogaram uma mala de 23kg noeu colega, por graça de Deus a mala desviou... Vi a mão de Deus tirando a mala da frente dele, e detalhe, mesmo com todos susto continuou trabalhando e o passageiro foi embora lindo, leve e solto! 😢",negativo
387,"Enquanto isso a ANAC em silêncio absoluto sobre a lista de proibição de passageiros indisciplinados. Criminoso, absurdo e inaceitável",negativo
388,"Não adianta nada aeroporto ficar fazendo cursinho lero lero de AVSEC e não cuidar do AVSEC de verdade. Eu vi QUATRO passageiros trocarem socos no Check In D do  As pessoas gritarem pedindo ajuda e não aparecer NINGUÉM. No , colegas meus da Avianca eram agredidos semanalmente e a GPS ou a  não faziam nada. GPS só aparecia quando spotter aparecia com câmera. Ninguém liga para a segurança de verdade.",negativo
389, trabalho em cnf conheço o pessoal do check-in e pelo trabalho que eles fazem eles não tem tem reconhecimento algum 😢,negativo
390,"Absurdo! 🤬
O ser humano perdeu a noção…
Desejo melhoras ❤️‍🩹",negativo
391,"Os órgãos regulatorios devem tipificar e tratar isto como crime que o é,  de fato.",negativo
392, calado tu é um poeta,negativo
393," nem me fale eu trabalhei na latam e na Gol! É surreal como tratam a gente igual bicho… ganhamos pouco e ainda trabalhamos 6x1, FORA lidar com os coleguinhas de trabalho… Dei graças a Deus quando me demitiram",negativo
394," 

O problema é justamente esse pensamento.
Trabalhar na aviação exige seguir procedimentos não é sobre ""estar se importando ou não"", é sobre fazer o que é certo e seguro.
Ninguém está ali para ser desrespeitado ou agredido, física ou verbalmente, só porque o passageiro ""acha"" que a conduta não foi como esperava.
É fácil julgar de fora, mas só quem está na linha de frente sabe o que realmente acontece. 😉",negativo
395,Isso é um absurdo,negativo
396,  até quando o descaso com os funcionários de cias aéreas?,negativo
397,Absurdo!!!!,negativo
398,A culpa da neblina é da agente de aeroporto. Pelo amor de Deus!,negativo
399,"Sinceramente? Trabalhar em cia aérea deveria ser melhor remunerado.

Um exemplo:
Fiquem 00:30 na sala de embarque e vejam o show de horror começar  quando há retenção de bagagens de mão…

Agressões verbais, dedo na cara, empurrão…um verdadeiro show de horror.

Mas a Anac só aparece para multar cia aérea. Em vez de olhar para esses pontos e regular algo que proteja os funcionários.",negativo
400,"Isso se chama Projeção! Quando se projeta a si nos outros.  Não é pq vc seja um "" foda-se"" ou outros que ela tbm seja.",negativo
401,"Se o vagabundo tiver bala na agulha, aí é que não dá nada mesmo.",negativo
402," se depender deles, nunca rs",negativo
403,"O Pax indisciplinado já deveria ser punido nesse primeiro contato, assim como os funcionários têm suas regras e normas, o mesmo seguiria ao pax, empresa precisa de clientes, mas sem seus colaboradores não há empresa.  será que agora nossos queridos agentes serão amparados?",negativo
404,"  mano explique melhor o , seu comentário  pae",negativo
405,Total falta de respeito com a trabalhadora!,negativo
406,Deveria pega esse cara que fez isso com ela e mete o cacete ops temos um juiz que defende esse tipo Brasil cada vez mais pior aff,negativo
407,Sou a favor de agente aeroportuário trabalhar armado não teria esse problema,negativo
408," nada, pode ter certeza",negativo
409,Esses bando de infeli acham q agnt tem culpa do avião n poder decolar 😡,negativo
410,No entendí un c***** lo que escribieron en su idioma pero si necesita ayuda que me escriba 🔥,negativo
411,"Que absurdo! 

O pior ainda é ler alguns tipos de comentários!",negativo
412,Absurdo isso cadê as autoridades,negativo
413, quando é que vcs vão começar a tomar providências contra pax indisciplinados?,negativo
414, infelizmente nem tendo uma fatalidade haverá alguma posição a favor 😢,negativo
415,A que ponto chegamos! E ainda tem pessoas concordando com tal agressão! Força Camila! 💪🙏❤,negativo
416,"Isso é o reflexo do que o agente de aeroporto enfrenta ou corre o risco de viver todos os dias, fora a agressão verbal que é cotidiana. O que falta acontecer para",negativo
417, finalmente olhar para o que acontece com os agentes de aeroporto? Até quando isso irá continuar?,negativo
418,As pessoas estão doentes.,negativo
419,"Força pra Camila, cadeia pro indivíduo que fez isso e que a empresa preste algum suporte a ela e sua família. E à Anac: tá na hora de mudar o regulamento e impedir um zero a esquerda desse de voar novamente. Mais respeito pelos profissionais.",negativo
420, 🗣️💩,negativo
421,"Cabe a empresa entrar com ação de dano moral.. e ainda se habilitar como assistente no processo criminal..: pena dura e dano moral alto, com banimento de voar por uns 5 anos",negativo
422," cara, fui agente nessa mesma empresa,chamei diversas vezes polícia federal . E sabe quem tava errado ? Eu! Infelizmente aqui no Brasil  o cliente tem sempre razão , e se você tiver um  gestor  RUIM que foi no meu caso o funcionário sai como errado.",negativo
423," já presenciei uma agente sendo agredida em CNF e quando ela se posicionou para chamar a Polícia, seu gerente disse para ela: ""ele é um passageiro diamante, se fizer isso você vai acabar sendo demitida."" 😢😢",negativo
424," que horror saber disso. 

Acho que a polícia tbm tem uma culpa nesses casos. 

Triste isso",negativo
425,😢😢😡😡😡,negativo
426,"O que causa? A colega (que já não possui um salário compatível com seu esforço), fica afastada (sem trabalhar) para poder se curar e quem fez isso com ela continua viajando na mesma companhia. Brasil de desordem e regresso.",negativo
427," tbm !  Ficavam me  coagindo ,pra eu relevar o  passageiro , não continuar com o processo .",negativo
428,Precisamos de uma lei que de oportunidade profissionais da aviação seja protegidos e que pessoas tiverem comportamento fora dessa lei pague pelos seus atos.,negativo
429," É necessário que olhem para esse tema e criem uma resolução para tais atos. 
Não deve ser comum funcionários do aeroporto serem agredidos fisicamente, verbalmente ou psicologicamente.",negativo
430, punição para os passageiros indisciplinados já!,negativo
431,Mais uma agressão no ,negativo
432,"Absurdo!!
Toda minha solidariedade a profissional.
É difícil quando as pessoas não compreendem que nosso compromisso é, antes de tudo, garantir a segurança de todos.

Independente de atrasos ou contratempos, a segurança é inegociável.
Respeito é o mínimo.",negativo
433,"As mulheres precisam aprender a se defender, aprender uma arte marcial 🥋 que coloque valentões como este no chão",negativo
434,"Jo jogaram um divisor de fluxo contra mim, foram todos pra delegacia, e advinha só porque o passageiro era da marinha foi tratado como um rei e eu e a colega funcionária como as meliantes. A liderança na hora da confusão nem deu as caras, só apareceu na hora de prestar a ocorrência pra dizer que tava lá, mas também não estão nem aí pra seus funcionários!",negativo
435,E isso aí,negativo
436," Eu também já fui, Rodolfo. Tenho pavor de lembrar.",negativo
437,"Que absurdo, gente eu não entendo essas pessoas que acham que avião é como ônibus, se de um problema é só dar um jeito que vai, avião é muito mais complexo, se não dá para voar e estão dizendo que não é seguro, não é e pronto, e agradeça pro cuidarem da sua segurança, e vai no próximo, são umas pessoas desequilibradas, também vou a favor de uma lista que impeça de voar , vai aprender ter educação primeiro e respeitar o próximo.",negativo
438,"Caso isolado número 1639471937
Ainda acredito que mesmo com óbitos, nada será feito. 
Até ameaçado com arma já fomos; triste demais.",negativo
439,💔💔💔😢,negativo
440,É uma pena ter que chegar nesse ponto para servir de alerta de como as pessoas estão doentes. Lidar com atendimento ao público é muito delicado. Melhoras para a funcionária que precisa ser forte todos os dias diante de diversas situações e ainda manter a disciplina de ser uma boa profissional. ❤️‍🩹,negativo
441," , isso precisa ser repercutido para garantirmos proteção ao pessoal do solo.",negativo
442,Passou da hora de haver uma lista negra para banir esse tipo de passageiro pra sempre do transporte aéreo.,negativo
443,"😢triste demais vê esse tipo de notícia 
Absurdo total",negativo
444, isso é só mais um cabide de concurseiro,negativo
445, você é o que chamamos de um grande babado,negativo
446, já sabemos que este surta por qualquer coisa! 💢,negativo
447,"Num país sério  nunca mais voaria na comercial....depois de alguns anos na cela, é  claro",negativo
448," , dizer que é falta de empatia seria transferir para os outros uma ação que, de repente, pudesse ser contornada pela segurança do local. Apesar dessa situação covarde, muita gente fica receosa em se meter em confusão que não lhe diz respeito, pois, nunca se sabe co.m quem se está lidando.",negativo
449,Lamentável!!! Providências ,negativo
450,Perdeu o voo e o réu primário. Parabéns. O que o comissário tem a ver com isso,negativo
451,"Meu Deus! Que absurdo! Deveriam proibir esse infeliz de embarcar no mínimo 1 ano e pegar cadeia por agressão, e também indenizar a vítima por danos morais. As pessoas estão lá para trabalhar e não para serem agredidas. Falta de respeito enorme com os profissionais! Isso é inadmissível! Forças, guerreira! Tomem uma providência URGENTE contra pax malucos e desequilibrados!!!  , ",negativo
452,Meu Deus que absurdo 😮 BLACK LIST pra JÁ!!!!!!,negativo
453,"Que triste! Fico pensando, como a pessoa vai voltar a trabalhar com psicológico abalado? Lamentável!",negativo
454,"Como diz a letra de certa música de certa banda da capital federal: ""[...] o mundo anda tão complicado..."" Triste isso :(",negativo
455,Lesao corporal? Isso é maria da penha.,negativo
456,O que a    fará sobre isso só vai remarcar o pax ???,negativo
457,"Tem que expor a imagem do agressor, não do agredido. Valores invertidos!",negativo
458,Total absurdo!!!!,negativo
459,Tinha que banir um animal desses de voar na cia,negativo
460,Só  no Brasil  mesmo...por ex nos Estados Unidos atrasos por conta do tempo as companhias não  ressarcem passageiros...justamente pq é uma situação  que foge do controle das companhias.,negativo
461,Meu Deus que nunca venham pra cima de vão levar de volta! Ah vão !,negativo
462,Que absurdo!! Manda comprar um jatinho e tirar a carteira pra piloto vai se matar sozinho,negativo
463,"Tá, mas o tal ""passageiro"" foi preso em flagrante ou era um juiz, um promotor, um político e que foi ""liberado"" numa boa? Fiquei  curioso agora...",negativo
464,Eu trabalho na pista como Despachante e já Fui quase agredido tbm... Infelizmente pra esses tipos de gente não tem punição,negativo
